Compound	HMDB	Kegg
CPD-5001	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36763</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11876</a>
CPD-21253		
CPD-18247		
CPD-21155		
CPD-26563		
DEOXYLIMONONIC-ACID-D-RING-LACTONE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04251</a>
CPD-24010		
CPD-14818		
CPD-24211		
CPD-23643		
CPD-9217	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03236</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06543</a>
CPD-20851		
PENTACHLOROETHANE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19496</a>
CPD-25232		
BISOHMYR-GLUCOSAMINYL-1P		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04824</a>
CPD-225	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00958</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02341</a>
CPD-10063		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11419</a>
CPD-20104		
CPD-15003		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08727</a>
CPD-18342		
CPD-8354	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB11504</a>	
CPD-16356		
CPD0-1229		
CPD0-1028	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60108</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11356</a>
D-ALANINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01310</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00133</a>
CPD-21835		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C22179</a>
CPD-24704	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB0060042</a>	
CPD-16542		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12643</a>
CPD-26643	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB0040731</a>	
CPD-10473		
CPD-16395		
CPD0-2485		
CPD-13394	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB28839</a>	
CPD-9376		
CPD-21297		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16319</a>
CPD-19818		
CPD-18962		
CPD-9278		
CPD-20585		
CPD-19244		
CPD-17726		
CPD-11530		
CPD-26592		
CPD-24302		
CPD-14485		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20511</a>
CPD-7059	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33740</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09793</a>
CPD-618	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06471</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04593</a>
CPD-7913		
CPD1G-1533		
CO+2	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00608</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00175</a>
CPD-24360		
CPD-23536		
CPD-21599		
3-HYDROXY-4H-PYRID-4-ONE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03927</a>
CPD-155		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03269</a>
DIHYDROXYNAPHTHOATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03657</a>
2-OXINDOLE-3-ACETYL-ASP		
CPD-18108		
CPD-13800		
CPD-22351		
CPD-23342		
CPD-8229	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30963</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08364</a>
CPD-26118		
CPD-8659		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08557</a>
CPD-18594		
CPD-9449		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20747</a>
CPD-18744		
CPD-21518		
CPD-23486		
CPD1G-1		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19784</a>
CPD-25704		
CPD-10789		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05927</a>
CPD0-2174		
CPD-3185	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01411</a>	
X-DXYL-PEN-1:5		
CPD-23281		
CPD-19333		
CPD-25062		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D06072</a>
CPD-23407		
CPD-17014		
CPD-1111		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00789</a>
CPD-9667		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17697</a>
18-HYDROXYOLEATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19616</a>
CPD-21336		
25-DDOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06599</a>
CPD0-1117		
SE-2		
CPD-421		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03296</a>
CPD-16782		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12227</a>
CPD-19796		
CPD0-2634		
CPD-23765		
CPD0-1636		
ESTRADIOL-ETCETERA-GLUCURONOSIDE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB10349</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04300</a>
ISOVITEXIN-2-O-B-D-GLUCOSIDE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29484</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04199</a>
CPD-21305		
CPD-15564		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19425</a>
3-OXODODECANOATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB10727</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02367</a>
N-CYCLOHEXYLFORMAMIDE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11519</a>
CPD-20011		
CPD-14537		
CPD-24826		
DAMP	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00905</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00360</a>
CPD-19794		
CPD-24560		
CPD-16367		
CPD-16598		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08927</a>
CPD-26058	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB0040390</a>	
CPD-25155		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D01963</a>
CPD-22344		
CPD-1905	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35763</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00553</a>
UDP-D-GALACTO-14-FURANOSE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03733</a>
CPD-19194		
S-CHEILANTHIFOLINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05174</a>
CPD1G-0		
CPD-16640		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20975</a>
CPD-17190		
CONIFERYL-ALDEHYDE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02666</a>
DEACETYLISOIPECOSIDE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07304</a>
CPD-9947		
CPD-23942		
CPD-18031		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10146</a>
CPD-8298		
CPD-26191		
CPD-25043		
CPD-21101		
CPD-19355		
CPD0-1348		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15687</a>
CPD-4590		
CPD0-1436		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09668</a>
CPD-16639		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20976</a>
N-METHYLARGININE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29416</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03884</a>
CPD-26431		
CPD-19574		
D-PROLINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03411</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00763</a>
L-HISTIDINOL-P		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01100</a>
CPD0-1576		
CPD-8453		
NAPHTHALENE-12-DIOL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60497</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03012</a>
CPD-582		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19871</a>
CPD-23883		
CPD-13547		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20955</a>
CPD-20179		
CPD-8448		
CPD0-1493		
CPDQT-235		
CPD-16554		
CPD-637		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02657</a>
D-FUCONATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01680</a>
CPD-4889	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30089</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09873</a>
CPD-12228		
CPD-21047		
BIOCHANIN-A	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02338</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00814</a>
CPD-26286		
CPD-612		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02132</a>
CPD-26671		
CPD-7193	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01569</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12978</a>
CPD-22493		
ARABINOSE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02604</a>
CPD-8191	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30786</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09276</a>
CPD-18213		
CPD-22789		
CPD-12410		
CPD-24665		
CPD-8449		
CPD-25912		
CPD-9948	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35805</a>	
CPD-13812		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18062</a>
2-METHYLPROPANAL-O-METHYLOXIME		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03982</a>
CPD-25381		
CPD-10627		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14408</a>
CPD-18659		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21447</a>
CPD-19115		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21490</a>
CPD-21054		
CPD-328		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01993</a>
DIHYDROTHYMIDINE		
GUANOSINE-5DP-3DP	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB59638</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01228</a>
CPD-23492		
CPD-10354		
CPD-15958		
R-N-METHYLCOCLAURINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05243</a>
CPD0-1921		
CPD-14129		
HYDROGEN-MOLECULE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01362</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00282</a>
CPD-18363		
CPD-23772		
CPD-22847		
TRICHODIENE-CPD		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01860</a>
CPD-20913		
CPD-8750		
CPD-25027		
CPD-9084		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00563</a>
CPD-15125		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06201</a>
CPD-19489		
CPD-25339		
CPD-10034		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11416</a>
GIBBERELLIN-2-O-BETA-D-GLUCOSIDE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04070</a>
CPD-19773		
CPD-454		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03848</a>
CPD-8416		
CPD-23272		
UDP-N-ACETYLMURAMOYL-L-ALANYL-D-GLUTAMYL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04894</a>
THIABENDAZOLE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14868</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07131</a>
CPD-26450		
5-OH-2-4-DIOXOPENTANOATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05406</a>
CPD-22641		
CPD-19852		
CPD-18334		
CPD0-1899		
CPD1G-83		
CPD-9628		
CPD-21942		
CPD-26475	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB0000323</a>	
CPD-19789		
CPD-14271		
MONOMER-124152		
CPD-19856		
CPD-24949		
CPD-17881		
CPD-18040		
CPD-23987		
CPD-12612		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15877</a>
CPD-25369		
CPD-13895	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14918</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07430</a>
CPD0-2184		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12624</a>
CPD-24207		
CPD-15101		
CPD-20354		
AICAR	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01517</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04677</a>
CPD-24904		
CPD-7000	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31243</a>	
CPD-8795		
CPD-6746		
CPD-13114		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19844</a>
CPD-24897		
2-DEHYDRO-3-DEOXY-D-GALACTONATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01216</a>
CPDQT-418		
CPD-13036		
GLYCOLALDEHYDE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03344</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00266</a>
CPD-26190		
CPD-26261		
CPD-21980		
CPD-11662		
CPD-17616		
CPD-26639		
CPD-12249		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19719</a>
GLUCOSAMINE-1P	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01109</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06156</a>
CPD-10628		
CPD-25401		
CPD-9570		
CPD-7035	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33944</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05853</a>
CPD-17827		
CPD-18404		
CPD-25382		
CPD-22229		
L-GULONATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00800</a>
CPD-20654		
CPD-13434		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>G00684</a>
CPD-19858		
CPD-19470		
CPD-17889		
CPD-11218		
CPD-23662		
CPDQT-264		
CPD-19100	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB37954</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09728</a>
CPD-24829		
CPD-23328		
CPD-13230	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33858</a>	
CPD-19009		
CPD-18820		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21471</a>
CPD-15619		
CPD-20469		
CPD0-1624		
CPD-23952		
CPD-20976		
CPD-12284		
CPD-22827		
CPD-15408		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20609</a>
CPD-17068		
CPD-13172		
CPD-18431		
CPD-20836		
CPD-19035		
CPD-17083		
CPD-26378		
CPD-16418		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03989</a>
LACTOYL-COA		
CPD-18053		
CPD-7790		
CPD-22555		
CPD-10692		
CPD-20680		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19921</a>
CPD-19287		
CPD2PN3-4		
CPD-16909		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20855</a>
CPD-23584		
CPD-20224		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21702</a>
CPD-19116		
3-ALPHA7-ALPHA12-ALPHA-TRIHYDROX	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03533</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01301</a>
CPD-471	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02299</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01205</a>
CPD-19493		
CPD-25432		
CPD-21582		
CPD-11826		
CPD-25314		
CPD-14851		
CPD-25884		
CPD-107		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01297</a>
CPD-19369		
2-CARBOXY-D-ARABINITOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03215</a>
CPD-9130		
CPD-19205		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20910</a>
CPD0-1189		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16157</a>
CPD-23746		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07537</a>
CPD-15622		
CPD-18815		
CPD-22901		
CPD-226		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02331</a>
CPD-21147		
CPD-13711		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20199</a>
CPD-16516		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20980</a>
CPD-17069		
CPD-12586		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16503</a>
CPD0-2339		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20253</a>
CPD-16171	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04690</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14810</a>
CPD-9445		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18051</a>
CPD-20098		
CPD-13785		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19973</a>
CPD-26422	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB0000839</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05113</a>
METHACRYLYL-COA	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01011</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03460</a>
CPD-13037	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29894</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01630</a>
CPD-26543		
NAPHTHOL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12138</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11714</a>
CPD-23544		
13-DIHYDROXY-N-METHYLACRIDONE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12093</a>
CPDQT-262		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17253</a>
CPD-23549		
CPD-10770		
CPD-12419		
CPD-17941		
CPD-11742		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17947</a>
ATABRINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB15235</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07339</a>
CPD-17439		
CPD2B4Q-5		
CPD-21397		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10501</a>
CPD-21782		
CPD-10269	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62516</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21072</a>
CPD-11866		
CPD-19950		
CPD-21830		
NARINGIN	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02927</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09789</a>
CPD-26471		
CPD-23838		
CPD-10037	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04487</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11383</a>
CPD-18001		
CPD-24335		
4-HYDROXYPHENYLACETATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00020</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00642</a>
CPD-8898		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15985</a>
CPD-13789		
CPD-23373		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15377</a>
CPD-8892	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01337</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00909</a>
CPD1G-332		
CPD-10512		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19614</a>
CPD-17842		
UDP-MANNACA		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04427</a>
CPD-13905		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06047</a>
ACRYLYL-COA	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02307</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00894</a>
CPD-17824		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>G07077</a>
CPD-18800	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00932</a>	
CPD-730		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04780</a>
CPD-19719		
CPD0-2269		
5-HYDROXY-FERULIC-ACID	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35484</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05619</a>
LIOTHYRONINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00265</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02465</a>
CPD-22485		
CPD-9914		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19686</a>
CPD-20942		
CPD-20264		
6-HYDROXYCYCLOHEX-1-ENE-1-CARBONYL-COA	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12179</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06749</a>
CPD0-2422		
ARGININE-METHYL-ESTER		
CPD-14766		
CPD-8843		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19746</a>
CPD-17381	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30381</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C22165</a>
CPD-8138		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14137</a>
CPDQT-523		
CPD-20267		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21822</a>
CPD-11394		
CPD-25138		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D01765</a>
UMP	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00288</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00105</a>
PHENYLACETOTHIOHYDROXIMATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03719</a>
CPD-5723		
CPD-3612		
CPD-7890		
CPD-383	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04290</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06051</a>
CPD-24461		
CPD-24615		
CPD-9749	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30744</a>	
CPD-23897		
BR-	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02500</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01324</a>
12-HYDROXYDIHYDROCHELIRUBINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05193</a>
CPD-10665	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02390</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14088</a>
CPD-12643		
CPD0-2643		
DEOXYURIDINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00012</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00526</a>
CPD-20501		
CPD-23769		
CPD-12594		
CPD-587		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03703</a>
HYALURONATE		
CPD-12675		
CPD-23241		
CPD-12563		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04864</a>
CPD-22718		
CPD-15039		
N-ALPHA-ACETYLORNITHINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03357</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00437</a>
CPD-26491		
CPD-15998		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20741</a>
CPD-14863		
131-OXO-MAGNESIUM-PROTOPORPHYRIN-IX-13-M		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11830</a>
TEREPHTHALATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02428</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06337</a>
CPD-25374		
CPD-21578		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C22181</a>
CPD-11677		
3-ADPGLYCERATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02509</a>
CPD-13337		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03453</a>
5-FORMYL-THF	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01562</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03479</a>
CPD-10092		
CPD-24633		
CPD-7368		
CPD-9203		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16524</a>
CPD-24602		
HOMOARGININE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00670</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01924</a>
CPD-7135	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB37247</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09832</a>
CPD-20631		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11798</a>
CPD1UA-44		
CPD-290		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06321</a>
CPD-20214		
CPD-6181		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08263</a>
CPD-7837	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30925</a>	
PROTOPORPHYRINOGEN	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01097</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01079</a>
CPD-14988		
CPD-1087	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01993</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05455</a>
CPD-16529		
CPD-19463		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08521</a>
CPD-18606		
CPD-24828		
CPD-24593		
CPD-8		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18802</a>
CPD-22635		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19410</a>
CPD-21237		
CPD-2222		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03964</a>
CPD-15043		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16725</a>
CPD-18301		
CPD-4	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02206</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05924</a>
CPD-22011		
CPD-25331		
CPD-23278		
PHLORETIN	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03306</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00774</a>
CPD-8401		
CPD-18788		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21216</a>
