Compound	HMDB	Kegg
CPD-11411		
GERANIOL	<a href='http://www.hmdb.ca/metabolites/HMDB35155'>HMDB35155</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01500'>C01500</a>
CPD-176		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03832'>C03832</a>
CPD-21339		
CPD-11408	<a href='http://www.hmdb.ca/metabolites/HMDB03036'>HMDB03036</a>	
CPD-7978	<a href='http://www.hmdb.ca/metabolites/HMDB05812'>HMDB05812</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09871'>C09871</a>
CPD-16973		
CPD-13021		
CPD-11404		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D07214'>D07214</a>
CPD-9087		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C09094'>C09094</a>
DIIODO-L-TYROSINE	<a href='http://www.hmdb.ca/metabolites/HMDB03474'>HMDB03474</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01060'>C01060</a>
CPD-13017		
CPD-11400	<a href='http://www.hmdb.ca/metabolites/HMDB10346'>HMDB10346</a>	
S-LACTOYL-GLUTATHIONE	<a href='http://www.hmdb.ca/metabolites/HMDB01066'>HMDB01066</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03451'>C03451</a>
CPD0-1508		
CPD-8872		
CPD-13009		
S-ACETYLGLUTATHIONE		
CPD-11239		
CPD-549		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03174'>C03174</a>
CPD0-1357		
CPD-11412		
CPD-24312		
CPD-10813		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07639'>C07639</a>
CPD-21241		
CPD0-1235		
CPD-19029		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21374'>C21374</a>
CPD-11409		
CPD-21199		
2-IODOPHENOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01874'>C01874</a>
CPD-17439		
CPD-13022		
CPD-11405	<a href='http://www.hmdb.ca/metabolites/HMDB60524'>HMDB60524</a>	
CPDQT-434		
CPD-21163		
CPD-13019		
CPD-12387		
CPD-11402		
CPD-921		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05526'>C05526</a>
CPD-2061		
CPD-21160		
CPD-7676		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18448'>C18448</a>
CPD-24313		
IODOETHANE		
CPD-19975		
CPD-8223	<a href='http://www.hmdb.ca/metabolites/HMDB29570'>HMDB29570</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D03789'>D03789</a>
CPD-21344		
CPD-8224		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D06220'>D06220</a>
CPD-19031		
CPD-21210		
CPD-17444		
CPDQT-435		
CPD-21192		
CPD0-1546		
CPD0-2370		
5-IODOPENTAPHOSPHONATE		
CPD-21161		
IODOACETAMIDE		
CPD-24314		
CPD-20535		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06823'>C06823</a>
CPD-19976		
IODOACETATE		
CPD-23231		
CPD-9236		
CPD-19032		
S-HYDROXYMETHYLGLUTATHIONE	<a href='http://www.hmdb.ca/metabolites/HMDB04662'>HMDB04662</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14180'>C14180</a>
CPD-9898		
CPD-21212		
CPD-9899		
CPD-17866		
CPD-9904		
GLUTATHIONE-SULFITE		
CPD-9897		
CPD-21194		
CPD-14704		
3-UREIDO-ISOBUTYRATE	<a href='http://www.hmdb.ca/metabolites/HMDB02031'>HMDB02031</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05100'>C05100</a>
CPDQT-425		
CPD-21162		
CPD-21689		
CPD-12384		
CPD-15321		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20639'>C20639</a>
CPD-548	<a href='http://www.hmdb.ca/metabolites/HMDB01550'>HMDB01550</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01031'>C01031</a>
O-UREIDOHOMOSERINE	<a href='http://www.hmdb.ca/metabolites/HMDB12271'>HMDB12271</a>	
CPD-20051		
CPD-1091	<a href='http://www.hmdb.ca/metabolites/HMDB01005'>HMDB01005</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00603'>C00603</a>
CPD-11281		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17267'>C17267</a>
CPD0-2331		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20254'>C20254</a>
2-UREIDO-PROPIONATE		
CPD-7299		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15607'>C15607</a>
CPD-22331		
CPD-16698		
CPD-19971		
CPD-13927		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20232'>C20232</a>
CPD-13908		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18870'>C18870</a>
CPD0-2338		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20231'>C20231</a>
TRYPANOTHIONE	<a href='http://www.hmdb.ca/metabolites/HMDB60520'>HMDB60520</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02090'>C02090</a>
3-UREIDO-PROPIONATE	<a href='http://www.hmdb.ca/metabolites/HMDB00026'>HMDB00026</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02642'>C02642</a>
GLUTATHIONE	<a href='http://www.hmdb.ca/metabolites/HMDB00125'>HMDB00125</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00051'>C00051</a>
CPD-8524		
CPD-211		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04544'>C04544</a>
CPD-389		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00802'>C00802</a>
CPD-13909		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18871'>C18871</a>
CPD-18251		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08264'>C08264</a>
GLUTATHIONYLSPERMIDINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05730'>C05730</a>
CPD-15320		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20651'>C20651</a>
CPD-16772		
L-CITRULLINE	<a href='http://www.hmdb.ca/metabolites/HMDB00904'>HMDB00904</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00327'>C00327</a>
OXIDIZED-GLUTATHIONE	<a href='http://www.hmdb.ca/metabolites/HMDB03337'>HMDB03337</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00127'>C00127</a>
5-UREIDO-4-IMIDAZOLE_CARBOXYLATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05515'>C05515</a>
CPD0-2379		
CPD0-2298		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02091'>C02091</a>
CPD-5821	<a href='http://www.hmdb.ca/metabolites/HMDB59663'>HMDB59663</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12248'>C12248</a>
RETINOATE	<a href='http://www.hmdb.ca/metabolites/HMDB12874'>HMDB12874</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00777'>C00777</a>
CPD-13548	<a href='http://www.hmdb.ca/metabolites/HMDB06219'>HMDB06219</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07058'>C07058</a>
CPD-8407		
CPD-13549		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15493'>C15493</a>
CPD-18401	<a href='http://www.hmdb.ca/metabolites/HMDB12330'>HMDB12330</a>	
CPD-12816	<a href='http://www.hmdb.ca/metabolites/HMDB12378'>HMDB12378</a>	
CPD-12817	<a href='http://www.hmdb.ca/metabolites/HMDB00614'>HMDB00614</a>	
CPD-19877		
CPD-20046		
CPD-19882		
CPD-16715	<a href='http://www.hmdb.ca/metabolites/HMDB00366'>HMDB00366</a>	
L-THREONATE	<a href='http://www.hmdb.ca/metabolites/HMDB00943'>HMDB00943</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01620'>C01620</a>
CPD-22290		
CPD-19883		
CPD-19876		
3-KETOBUTYRATE	<a href='http://www.hmdb.ca/metabolites/HMDB00060'>HMDB00060</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00164'>C00164</a>
2-ACETO-2-HYDROXY-BUTYRATE	<a href='http://www.hmdb.ca/metabolites/HMDB06900'>HMDB06900</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06006'>C06006</a>
ETHYL-ACETOACETATE	<a href='http://www.hmdb.ca/metabolites/HMDB31218'>HMDB31218</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03500'>C03500</a>
CPD-19884		
CPD-15743	<a href='http://www.hmdb.ca/metabolites/HMDB10724'>HMDB10724</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20714'>C20714</a>
BENZYL-2-METHYL-3-OXOBUTANOATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04000'>C04000</a>
3-OXODODECANOATE	<a href='http://www.hmdb.ca/metabolites/HMDB10727'>HMDB10727</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02367'>C02367</a>
2-ACETO-LACTATE	<a href='http://www.hmdb.ca/metabolites/HMDB06855'>HMDB06855</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06010'>C06010</a>
MALONATE-S-ALD	<a href='http://www.hmdb.ca/metabolites/HMDB11111'>HMDB11111</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00222'>C00222</a>
CPD-363		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03064'>C03064</a>
CPD-16497	<a href='http://www.hmdb.ca/metabolites/HMDB10733'>HMDB10733</a>	
CPD-10799	<a href='http://www.hmdb.ca/metabolites/HMDB10721'>HMDB10721</a>	
AMINO-OXOBUT	<a href='http://www.hmdb.ca/metabolites/HMDB06454'>HMDB06454</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03508'>C03508</a>
3-KETO-ADIPATE	<a href='http://www.hmdb.ca/metabolites/HMDB00398'>HMDB00398</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00846'>C00846</a>
CPD-7706	<a href='http://www.hmdb.ca/metabolites/HMDB10717'>HMDB10717</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02122'>C02122</a>
CPD-19731		
CPD-14242	<a href='http://www.hmdb.ca/metabolites/HMDB10730'>HMDB10730</a>	
CPD-9275	<a href='http://www.hmdb.ca/metabolites/HMDB33963'>HMDB33963</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07600'>C07600</a>
CPD-10047		
CPD-12487		
CPD-10065		
CPD-9306		
CPD0-1272		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08476'>C08476</a>
CPD-17445	<a href='http://www.hmdb.ca/metabolites/HMDB32739'>HMDB32739</a>	
CPD-10657		
CPD-17446		
CPD0-1267		
2-KETOGLUTARATE	<a href='http://www.hmdb.ca/metabolites/HMDB00208'>HMDB00208</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a>
CPD-23918		
CPD-8742		
CPD-23888		
CPD-19486		
CPD-23857		
CPD-18447		
CPD-23829		
CPD0-2184		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12624'>C12624</a>
CPD-23802		
CPD-13151		
CPD-23779		
CPD0-1269		
CPD-23738		
CHORISMATE	<a href='http://www.hmdb.ca/metabolites/HMDB12199'>HMDB12199</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00251'>C00251</a>
CPD-23225		
CPD-9150		
CPD-12773		
CPD-7971	<a href='http://www.hmdb.ca/metabolites/HMDB35832'>HMDB35832</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08608'>C08608</a>
CPD2DNV-38		
CPD-18972		
CPD2B4Q-8		
MESACONATE	<a href='http://www.hmdb.ca/metabolites/HMDB00749'>HMDB00749</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01732'>C01732</a>
CPD-24430		
CPD-13530		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18345'>C18345</a>
CPD-24278		
CPD0-1271		
CPD-24100		
CPD-10656		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04112'>C04112</a>
CPD-24060		
CPD-9778	<a href='http://www.hmdb.ca/metabolites/HMDB13701'>HMDB13701</a>	
CPD-24031		
CPD-8662		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08588'>C08588</a>
CPD-23945		
CPD-18973		
CPD-23883		
OXALATE	<a href='http://www.hmdb.ca/metabolites/HMDB02329'>HMDB02329</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00209'>C00209</a>
CPD-23849		
CPD-16467		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20772'>C20772</a>
CPD-23822		
CPD-23798		
CPD-23775		
CPD-23734		
CPD-20070		
CPD-15431		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20621'>C20621</a>
CPD-12769		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19855'>C19855</a>
CPD2DNV-35		
CPD0-2660		
CPD-24305		
FORMATE	<a href='http://www.hmdb.ca/metabolites/HMDB00142'>HMDB00142</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00058'>C00058</a>
CPD-24205		
PYRUVATE	<a href='http://www.hmdb.ca/metabolites/HMDB00243'>HMDB00243</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a>
CPD-24120		
ACET	<a href='http://www.hmdb.ca/metabolites/HMDB00042'>HMDB00042</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a>
CPD-24057		
CPD-24335		
CPD-24027		
CPD-23934		
CPD-23908		
CPD-23880		
CPD-468	<a href='http://www.hmdb.ca/metabolites/HMDB00510'>HMDB00510</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00956'>C00956</a>
CPD-23844		
CPD-19826		
CPD-23818		
CPD-17548		
CPD-23793		
L-ALPHA-AMINO-EPSILON-KETO-PIMELATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03871'>C03871</a>
CPD-23768		
CPD0-1103		
CPD-23731		
CPD-2041	<a href='http://www.hmdb.ca/metabolites/HMDB03640'>HMDB03640</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02486'>C02486</a>
CPD-20067		
CPD-17556		
CPD-15428		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20617'>C20617</a>
CPD-14736	<a href='http://www.hmdb.ca/metabolites/HMDB00684'>HMDB00684</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01718'>C01718</a>
C55-PP-GLCNAC-MANNACA	<a href='http://www.hmdb.ca/metabolites/HMDB12306'>HMDB12306</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20497'>C20497</a>
CPD0-1249		
CPD2DNV-32		
CPD-23269		
CPD0-2268		
CPD-17557		
CPD-24298		
CPD-16506	<a href='http://www.hmdb.ca/metabolites/HMDB00557'>HMDB00557</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21096'>C21096</a>
CPD-24196		
HOMOARGININE	<a href='http://www.hmdb.ca/metabolites/HMDB00670'>HMDB00670</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01924'>C01924</a>
CPD-24148		
CPD-24112		
CPD-24052		
CPD-24021		
CPD-23930		
CPD-23902		
CPD-23872		
CPD-23838		
CPD-23813		
CPD-23789		
CPD-23764		
CPD-23233		
CPD-19350		
CPD-12787		
ACETYL-D-GLUCOSAMINYLDIPHOSPHO-UNDECAPRE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01289'>C01289</a>
CPD2DNV-29		
CPD0-2138		
CPD-24290		
CPD-24143		
CPD-24084		
CPD-24046		
CPD-23926		
CPD-10053		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11405'>C11405</a>
CPD-23897		
CPD-10063		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11419'>C11419</a>
CPD-23867		
CPD-301		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16598'>C16598</a>
CPD-23834		
CPD-24379		
CPD-23807		
HYDROXYTRIDECANE-ETCETERA-TRICARBOXYLATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04655'>C04655</a>
CPD-23785		
HOMO-CIS-ACONITATE	<a href='http://www.hmdb.ca/metabolites/HMDB60320'>HMDB60320</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04002'>C04002</a>
CPD-23757		
CPD-152		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16583'>C16583</a>
CPD-23229		
CPD-618	<a href='http://www.hmdb.ca/metabolites/HMDB06471'>HMDB06471</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04593'>C04593</a>
CPD-18920		
CPD-1136	<a href='http://www.hmdb.ca/metabolites/HMDB06357'>HMDB06357</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04225'>C04225</a>
CPD-12784		
CPD-336		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16600'>C16600</a>
CPD2DNV-26		
4-OH-4-ACETYL-2-OXOGLUTARATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04115'>C04115</a>
CPD-24812		
CPD-245		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01163'>C01163</a>
CPD-24106		
CPD-21503		
CPD-24080		
HOMO-CIT	<a href='http://www.hmdb.ca/metabolites/HMDB03518'>HMDB03518</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01251'>C01251</a>
CPD-24043		
CPD-185		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04451'>C04451</a>
CPD-23922		
CPD-622		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02225'>C02225</a>
CPD-23891		
CPD-12849		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04324'>C04324</a>
CPD-23859		
CPD-3571	<a href='http://www.hmdb.ca/metabolites/HMDB31193'>HMDB31193</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19806'>C19806</a>
CPD-23830		
4-OXALOMESACONATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04434'>C04434</a>
CPD-23803		
CPD-285		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16597'>C16597</a>
CPD-23780		
CPD-225	<a href='http://www.hmdb.ca/metabolites/HMDB00958'>HMDB00958</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02341'>C02341</a>
CPD-23739		
HOMO-I-CIT		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05662'>C05662</a>
CPD-23226		
CPD-186		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05364'>C05364</a>
CPD-15547		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20761'>C20761</a>
CPD-785		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04052'>C04052</a>
CPD-12781		
CPD-149		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16579'>C16579</a>
CPD2DNV-39		
CPD-53		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04529'>C04529</a>
CPD2B4Q-9		
CIS-ACONITATE	<a href='http://www.hmdb.ca/metabolites/HMDB00072'>HMDB00072</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00417'>C00417</a>
CPD-24431		
CPD-24280		
CPD-19622		
CPD-24126		
CPD-24101		
CPD-24062		
CPD-23916		
CPD-23886		
CPD-23854		
CPD-23825		
CPD-23799		
CPD-23776		
CPD-23736		
CPD-23223		
CPD-15434		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20626'>C20626</a>
CPD-12771		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19854'>C19854</a>
CPD2DNV-36		
CPD2B4Q-1		
CPD-24306		
CPD-24206		
CPD-24155		
CPD-24122		
CPD-24058		
CPD-23935		
CPD-16347		
CPD-23909		
CPD-17629		
CPD-23881		
CPD-17371		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21006'>C21006</a>
CPD-23845		
CPD-17638		
CPD-23819		
CPD-17620		
CPD-23794		
CPD-17627		
CPD-23769		
CPD-23732		
CPD-20068		
CPD-23633		
CPD-15429		
C55-PP-GLCNAC-MANNACA-FUC4NAC		
CPD2DNV-33		
E-11-TETRADECENOYL-COA		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06736'>C06736</a>
CPD0-2279		
CPD-17802		
CPD-24197		
CPD-19076		
CPD-24149		
CPD-19078		
CPD-24094		
CPD-19077		
CPD-24054		
CPD-19079		
CPD-24024		
CPD-17085		
CPD-23931		
COUMARATE	<a href='http://www.hmdb.ca/metabolites/HMDB02035'>HMDB02035</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00811'>C00811</a>
CPD-23903		
CPD-674	<a href='http://www.hmdb.ca/metabolites/HMDB00930'>HMDB00930</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00423'>C00423</a>
CPD-23873		
CPD-17077		
CPD-23841		
CPD-18963		
CPD-23815		
CPD-14640		
CPD-23790		
CPD-20694		
CPD-23765		
CPD-20695		
CPD-23725		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04808'>C04808</a>
CPD-22509		
CPD-19351		
OROTATE	<a href='http://www.hmdb.ca/metabolites/HMDB00226'>HMDB00226</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00295'>C00295</a>
CPD-12788		
CPD-24803		
ACETYL-ETCETERA-GLUCOSAMINYLDIPHOSPHOUND		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04881'>C04881</a>
CPD-16182		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20888'>C20888</a>
CPD2DNV-30		
BETAINE	<a href='http://www.hmdb.ca/metabolites/HMDB00043'>HMDB00043</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00719'>C00719</a>
CPD0-2139		
GLUCOSAMINATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03752'>C03752</a>
CPD-24291		
CPD-22561		
CPD-24110		
CPD-14807		
CPD-24085		
3-HYDROXYPHENYLACETATE	<a href='http://www.hmdb.ca/metabolites/HMDB00440'>HMDB00440</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05593'>C05593</a>
CPD-23928		
D-MANNONATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00514'>C00514</a>
CPD-23898		
CPD-14601	<a href='http://www.hmdb.ca/metabolites/HMDB15159'>HMDB15159</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20380'>C20380</a>
CPD-23868		
CPD-21501		
CPD-23835		
CPD-12444		
CPD-23810		
CPD-7077	<a href='http://www.hmdb.ca/metabolites/HMDB01470'>HMDB01470</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08279'>C08279</a>
CPD-23786		
CPD-17463	<a href='http://www.hmdb.ca/metabolites/HMDB00423'>HMDB00423</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C10447'>C10447</a>
CPD-23760		
CPD-11591		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18217'>C18217</a>
CPD-23230		
CPD-376		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01053'>C01053</a>
CPD-191		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04507'>C04507</a>
CPD-16808		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20844'>C20844</a>
CPD-12785		
CARNITINE	<a href='http://www.hmdb.ca/metabolites/HMDB14721'>HMDB14721</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00318'>C00318</a>
CPD2DNV-27		
GLYCOLLATE	<a href='http://www.hmdb.ca/metabolites/HMDB00115'>HMDB00115</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00160'>C00160</a>
CPD-24288		
CPD-22692		
CPD-24137		
CPD-15127		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16737'>C16737</a>
CPD-24107		
GAMMA-BUTYROBETAINE	<a href='http://www.hmdb.ca/metabolites/HMDB06831'>HMDB06831</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01181'>C01181</a>
CPD-24081		
CPD-14805		
CPD-23924		
CPD-8836		
CPD-23892		
CPD-12673		
CPD-23863		
CPD-17785		
CPD-23831		
CPD-11623		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19783'>C19783</a>
CPD-23805		
PHOSPHO-ENOL-PYRUVATE	<a href='http://www.hmdb.ca/metabolites/HMDB00263'>HMDB00263</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00074'>C00074</a>
CPD-23781		
CPD-633	<a href='http://www.hmdb.ca/metabolites/HMDB00152'>HMDB00152</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00628'>C00628</a>
CPD-23751		
CPD-16810		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20845'>C20845</a>
CPD-23227		
L-PANTOATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00522'>C00522</a>
CPD-16883		
CPD-23470		
CPD-12782		
ALLANTOATE	<a href='http://www.hmdb.ca/metabolites/HMDB01209'>HMDB01209</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00499'>C00499</a>
CPD2DNV-40		
GLUCONATE	<a href='http://www.hmdb.ca/metabolites/HMDB00625'>HMDB00625</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00257'>C00257</a>
CPD2DNV-24		
CPD-22559		
CPD-24432		
CPD-14806		
CPD-24281		
CPDQT-331	<a href='http://www.hmdb.ca/metabolites/HMDB41280'>HMDB41280</a>	
CPD-24127		
CPD-12709		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06108'>C06108</a>
CPD-24063		
CPD-7972		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08582'>C08582</a>
CPD-24040		
CPD-21450		
CPD-24001		
CPD-12218		
CPD-23917		
CPD-67	<a href='http://www.hmdb.ca/metabolites/HMDB00816'>HMDB00816</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00988'>C00988</a>
CPD-23887		
CPD-23855		
CPD-23826		
CPD-23800		
CPD-23777		
CPD-23737		
CPD-23224		
CPD-15545		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20762'>C20762</a>
CPD-12772		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19857'>C19857</a>
CPD2DNV-37		
CPD2B4Q-7		
CPD-24429		
CPD-14775		
CPD-24156		
CPD-14293	<a href='http://www.hmdb.ca/metabolites/HMDB62217'>HMDB62217</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16531'>C16531</a>
CPD-24123		
CPD-17414		
CPD-24099		
CPD-17324		
CPD-24059		
CPD-14826		
CPD-24030		
CPD-14426		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16166'>C16166</a>
CPD-23944		
CPD-10254		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21000'>C21000</a>
CPD-23911		
CPD-17476		
CPD-23882		
CPD-17365	<a href='http://www.hmdb.ca/metabolites/HMDB62234'>HMDB62234</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16173'>C16173</a>
CPD-23848		
CPD-15364		
CPD-23821		
CPD-14772		
CPD-23795		
CPD-10255		
CPD-23773		
CPD-17621		
CPD-23733		
CPD-17367		
CPD-20069		
CPD-17323	<a href='http://www.hmdb.ca/metabolites/HMDB62245'>HMDB62245</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16170'>C16170</a>
CPD-15430		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05845'>C05845</a>
CPD-12768		
CPD2DNV-34		
CPD0-2280		
