Compound	HMDB	Kegg
CPD-15051	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03201</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08716</a>
CPD-12792		
CPD-8825		
CPD-15003		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08727</a>
CPD0-1626	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14957</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06805</a>
CPD-7090	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03074</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05908</a>
CPD-12521	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB10314</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08350</a>
CPD-13321	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33547</a>	
CPD-15052		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08726</a>
CPD-14488		
CPD-17321		
CPD-15048		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08575</a>
CPD-15530		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16245</a>
DIOXOPIPERAZINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02777</a>
CPD-26108		
CPD-15204		
CPD-19899		
CPD-14592		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03757</a>
SUCC-S-ALD	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01259</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00232</a>
CPD-14593		
CPD-23381		
CPD-14590		
CPD-21675		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14315</a>
CPD-4501	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB15242</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D00416</a>
CPD-648	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60318</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03742</a>
2-DEHYDROPANTOATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00966</a>
CPD-7088		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05909</a>
CPD-8820		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16203</a>
CPD-1007		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>c06581</a>
LEUCOPELARGONIDIN-CMPD	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB32322</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03648</a>
CPD-869		
CPD-18706		
CPD0-2529		
CPD0-1590		
ISOVITEXIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01714</a>
CPD-13128		
CPD-21643		
CPD-16964		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21107</a>
CPD-15087		
DIHYDROMONACOLIN-L		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15536</a>
ISOORIENTIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01821</a>
CPD-20309		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14851</a>
SCOPOLAMINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03573</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01851</a>
S-PRENYL-L-CYSTEINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12286</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06751</a>
CPD-19773		
CPD-20307		
CPD-20310		
CPD-23236		
CPD-19095		
CPD-430		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03712</a>
CPD-590		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05906</a>
2-AMINOMUCONATE_SEMIALDEHYDE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01280</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03824</a>
COPROPORPHYRINOGEN_III	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01261</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03263</a>
CPD-14064		
CPD-845		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19446</a>
CYANIDIN-3-O-RHAMNOSYLGLUCOSIDE		
CPD0-1540		
CPD0-2511		
CPD-14533		
CPD-13001		
CPD-19760		
CPD-16892		
CPD-22001		
CPD-9635	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30463</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07608</a>
DIETHYL-2R3R-2-METHYL-3-HYDROXYSUCCIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04586</a>
CPD-22002		
S-CHEILANTHIFOLINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05174</a>
CPD-20232		
CPD-12308		
CPD-19598		
CPD-20229		
CPD-18808		
CPD-22852		
CPD-17968		
CPD-20222		
CPD-20130		
17-ALPHA20-ALPHA-DIHYDROXYPREGN-4-EN-3-	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB11653</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04518</a>
OPLOPHORUS-LUCIFERIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15037</a>
CPD-23433		
CPD-4203		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16426</a>
CPD-17969		
CPD-20238		
CPD-20129		
CHLORITE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02077</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01486</a>
CPD-20233		
CPD-18807		
CPD-807		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06558</a>
CPD-20230		
METHYL-GLYOXAL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01167</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00546</a>
CPD-12806		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18693</a>
CPD-20226		
CPD0-1501		
RENILLA-LUCIFERIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00982</a>
CPD-3041	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB37316</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08650</a>
CPD-16728	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04823</a>	
CPD-20266		
DELTA3-ISOPENTENYL-PP	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01347</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00129</a>
CPD-20234		
BUTEIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08578</a>
R-COCLAURINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06349</a>
CPD-20231		
CPD-19537		
CPD-20228		
CPD-7126	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30875</a>	
CPD-22697		
LUCIFERIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02894</a>
12-PROPANEDIOL-1-PHOSPHATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03894</a>
CPD-230		
CPD-20012	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29631</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06561</a>
CPD-4022		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18774</a>
CPD-5521	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB37538</a>	
CPD-20123		
CAPSANTHIN	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36590</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08584</a>
CPD1F-420		
CPD-9889		
CPD-790		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00848</a>
CPD-14849		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12667</a>
CPD-12598	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62600</a>	
CPD-8067		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12634</a>
CPD-3021		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15525</a>
CPD0-1477		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19231</a>
CPD-16375		
CPD-16552		
CPD-16374		
D-HAMAMELOSE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01906</a>
CPD-14848		
CPD-19441		
CPD-4566		
CPD-10353		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00810</a>
QUERCITRIN	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33751</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01750</a>
CPD-3421	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33988</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09126</a>
CPD-22489		
CPD-4570		
CPD-255		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01769</a>
1112-TETRACHLOROETHANE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14705</a>
CPD-3424	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33991</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10216</a>
CPD-3741	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34155</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14415</a>
ONONIN	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33987</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10509</a>
CPD-23549		
BETA-ALANINE-METHYL-ESTER		
CPD-16763		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10078</a>
CPD-7734		
CPD-8146	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB13812</a>	
CPD-20533		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D00425</a>
CPD-12489	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01970</a>	
CPD-8133		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19275</a>
CPD0-1431		
CPD-8140		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07457</a>
CPD-18988	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31294</a>	
CPD-162		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02927</a>
CPD-12077		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01837</a>
CYCLOHEXANOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00854</a>
CPD-8145		
CPD0-1307		
CPD-19422		
CPD-8127		
PROPIONIC-ANHYDRIDE		
CPD-15489		
CPD-13322	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31486</a>	
CPD-22336		
CPD-15490		
1-INDANOL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB59601</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01710</a>
CPD-11799	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60176</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11499</a>
CPD-7901	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34148</a>	
CPD-3567		
CPD-367		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11537</a>
ATPGAMMAS		
CPD-22093		
CPD-23551		
CPD-7661	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12270</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10719</a>
CPD-22090		
CPD-12335		
CPD1I0R-7		
CPD-22094		
CPD-23454		
CPD0-1396		
CPD-22091		
CPD-24853		
CPD-15943		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12003</a>
CPD-18259		
CPD-22092		
CPD-18989		
CPD8J2-2		
CPD-24854		
CPD-19364		
CPD-20756		
CPD-17774		
DIACETYL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03407</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00741</a>
PHORBOL-1213-DIBUTANOATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03634</a>
CPD-19894		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07204</a>
CPD1I0R-6		
CPD-22145		
CPD-20757		
CPD-15213		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20517</a>
CPD-13371	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB32498</a>	
-CIS-SABINOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02213</a>
CPD-20717		
CPD-3422	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29529</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16192</a>
CPD-17769	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02899</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10788</a>
CPD-7969	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35915</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07287</a>
AMINO-ACETONE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02134</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01888</a>
CPD-9098		
CPD-7546		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17242</a>
CPD-8155		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05797</a>
CPD-25463		
CPD-12204		
CPD-9099		
CPD0-1310	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31204</a>	
CPD-8178		
CPD-23547		
CPD-15894		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20986</a>
CPD-9100		
CPD66-110		
CPD-9096		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05798</a>
CPD-18990	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31409</a>	
CPD-19271		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21436</a>
CPD-23001		
PANTOTHENOL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04231</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D03726</a>
CPD-25221		
CPD-18149		
CPD-21941		
CPD-25218		
CPD-319		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20582</a>
CPD-25043		
CPD-9081	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31491</a>	
ALPHA-D-GLUCOSYLPOLYGLYCEROL-PHOSPHATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04508</a>
CPD-25228		
CPD-7323		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11903</a>
CPD-25034		
CPD-13918	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14340</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D06298</a>
CPD-10547		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02803</a>
CPD-12064		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11351</a>
CPD-25225		
CPD0-1232		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20339</a>
CPD-25222		
CPD-7898	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31081</a>	
CPD-15586		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20589</a>
CPD-25219		
CPD0-955		
CPD-25044		
CPD-19111		
CPD-25035		
O-SUCCINYLBENZOATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02730</a>
CPD-25226		
CPD-21842		
CPD-25223		
SUCROSE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00258</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00089</a>
CPD-2841		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19935</a>
CPD-25220		
CPD-3561	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00740</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07064</a>
ACETYLENE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01548</a>
CPD-25217		
CPD-19569		
CPD-7247	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB11618</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15492</a>
CPD-15094		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20568</a>
CPD-25036		
CPD-10787		
CPD-11900		
CPD-25227		
CPD-13295		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20570</a>
CPD0-1148		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04203</a>
HYALURONATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02061</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00518</a>
CPD-25224		
CPD-18045		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21896</a>
CPD-15419		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12473</a>
CPD-24557		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02007</a>
CPD-25266		
CPD0-2705		
CPD-17751		
ASPULVINONE-E		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02006</a>
CPD-19213	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29644</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21895</a>
CPD-19036		
ASPULVINONE-H	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34472</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02008</a>
CPD-13121		
NALPHA-GAMMA-L-GLUTAMYLHISTAMINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04138</a>
CPD0-2536		
CPD-10786		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16640</a>
CPD-21762		
CPD-8989		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15999</a>
CPD-25261		
CPD-26188		
CPD-17745		
CPD-8990		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15998</a>
CPD-20022		
7-O-PHOSPHOHYGROMYCIN-B		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03368</a>
CPD-14105		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20450</a>
CPD-12435	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB39721</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02273</a>
CPD-7100	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12149</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04236</a>
CPD-24484		
CPD-17103		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20901</a>
CPD-25707		
CPD-11748		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17951</a>
CPD-11572	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34355</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11101</a>
CPD-17702		
CPD0-1054		
CPD-14017		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20236</a>
CPD-17104		
CPD-25708		
CPD-15157		
CPD-17100		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20899</a>
CPD-10684		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18068</a>
CPD0-2682		
CPD-384		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05731</a>
CPD-14104		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20449</a>
CPD-16618		
CPD-19002		
CPD0-2357	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB32914</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14279</a>
CPD-23334		
N-METHYLHYDANTOIN	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03646</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02565</a>
CPD-16663		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20985</a>
CPD-17102		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20900</a>
CPD-21530		
CPD-21628		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03499</a>
CPD-366		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11536</a>
CPD-13453		
CPD-25985		
ALLOLACTOSE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB38489</a>	
CPD-11801		
CPD-12467	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35600</a>	
6-METHOXYMELLEIN	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB38510</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02381</a>
CPD0-2547		
CPD-36		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01310</a>
CPD-7024		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15474</a>
CPD-21405		
CPD0-2074		
CPD-8684		
CPD-11583		
CPD-3745	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03903</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05123</a>
CPD-15713	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB39727</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>G01400</a>
CPD-9937	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB32562</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11016</a>
CPD-13399	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB11740</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19636</a>
CPD-19586		
CPD-21221		
CPD-15119		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01359</a>
CPD-12704		
INULOBIOSE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29898</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01711</a>
CPD0-2558		
CPD-25371		
CPD0-2075		
CIS-3-HEXENAL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31498</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16310</a>
CPD-18794		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21415</a>
CPD-3746		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11145</a>
CPD-17756		
N-ETHYLMALEIMIDE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02441</a>
CPD-14739		
CPD-19587		
CPD-7558		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20325</a>
CPD-21548		
CPD-19053		
CPD197R-8		
CPD-25864		
CPD-25262		
CPD-10434		
CPD-16549		
5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06211</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04640</a>
CPD0-2546		
CPD-17748		
CPD-6976		
CPD-14734		
CPD-3744		
RETINAL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01358</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00376</a>
CPD-11435		
CPD-19585		
CPD-12733		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08247</a>
CPD-983		
CPD-9004		
CPD-10435		
CPD-7202		
CPD-14810		
CPD-11945	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29249</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08652</a>
CPD-24486		
CPD0-2477		
CPD-17713		
CPD-7096		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08574</a>
CPD-14650		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20694</a>
CPD-18773		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21281</a>
CPD-14087		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20354</a>
N-ACETYL-GLUTAMYL-P	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06456</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04133</a>
CPD-11241		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06118</a>
CPD-17447		
CPD-25387		
CPD-21508		
CPD-9317	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB40557</a>	
CPD-5582	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31554</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12285</a>
CPD-25603		
CPD-23668		
CPD-21164		
CPD-13370		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20697</a>
5-ISOBUTYLTHIORIBOSE		
CPD-17438		
CPD-17553		
CPD-6945		
CPD-13516		
CPD-21165		
CPD-22978		
CPD-11271		
CPD-17443		
BETA-D-GALACTOSYL-ETCETERA-GLUCOSAMINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01542</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00611</a>
CPD-9673	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB41796</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07490</a>
CPD-3785		
CPD-15634		
CPD-12708		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15488</a>
CPD-14632		
CPD-15480		
CPD-221		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02964</a>
CPD0-2363		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19975</a>
CPD-15714		
CPD-15630		
CPD-8685	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31152</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16323</a>
CPD-18691	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB32572</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D01400</a>
CPD-15473	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB37096</a>	
CPD-13431		
MEVALDATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00772</a>
4-DEOXY-BETA-D-GLUC-4-ENURONOSYL-6S		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04865</a>
CPD-21295		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08499</a>
CPD-21378		
CPD-7069	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30542</a>	
MELIBIOSE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00048</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05402</a>
CPD-25462		
CPD-25529		
CPD-15275		
CPD-10687	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12880</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18170</a>
5-AMINO-4-CHLORO-2-23-DIHYDROXYPHENYL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04798</a>
PHLORETIN	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03306</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00774</a>
CPD-17757		
CPD-6761		
CPD-15035		
CPD-20010		
CPD-7600	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34233</a>	
CPD-11019		
