Compound	HMDB	Kegg
CPD-4743		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09700</a>
CPD-15732		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12428</a>
CPD-26043		
CPD-15807		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12417</a>
CPD-21651		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C22043</a>
CPD-15720		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12424</a>
CPD-20249		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21707</a>
CPD-15792		
CPD-20152		
CPD-13962	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14832</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01907</a>
CPD-20098		
CPD-15740		
CPD-20081		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21677</a>
CPD-18502		
CPD-15241		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20576</a>
CPD-13870	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB38137</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20175</a>
CPD-13269		
CPD-18218		
CPD-11392		
CPD-18215		
CPD-9528		
CPD-18219		
CPD-8809		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20159</a>
CPD-18216		
CPD-8792		
CPD-18220		
CPD-8749	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36003</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20161</a>
CPD-18217		
CPD-8247	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36163</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16776</a>
CPD-18214		
CPD-22155		
CPD-9873	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62350</a>	
CPD-20915		
OCTAPRENYL-METHYL-OH-METHOXY-BENZQ		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05815</a>
CPD-20190		
CPD-7158		
CPD-20149		
CPD-9861		
CPD-20095		
CMP-N-ACETYL-NEURAMINATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01176</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00128</a>
CPD-20075		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21660</a>
CPD-16881		
CPD-18385		
CPD-20062		
CPD-14800		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20480</a>
CPD-20059		
CPD-13862	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB38206</a>	
CPD-16462		
CPD-13620		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20403</a>
CPD-13158		
CPD-12892		
CPD0-1277		
CPD-11287		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19737</a>
CPD-20060		
CPD-9525		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09680</a>
CPD-16463		
CPD-8806	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB59698</a>	
CPD-16444		
CPD-8789	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB41576</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09625</a>
CPD-20061		
CPD-8746		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16142</a>
CPD-20058		
CPD-8244		
CPD-16461		
CPD-4663		
CPD-20912		
CPD-11592		
CPD-20166		
CPD-15360		
CPD-20163		
CPD-20146		
CPD-20092		
CPD-18599		
CPD-18382		
CPD-14797		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20477</a>
CPD-13857	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB61849</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20162</a>
CPD-13617		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19939</a>
CPD-12884		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19711</a>
CPD-11433		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19893</a>
CPD-10757		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09631</a>
CPD0-1137		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04058</a>
CPD-9413		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19678</a>
ADENOSYL-P4	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01211</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01260</a>
CPD-8802		
CPD-11932	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01282</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20190</a>
CPD-8777		
CPD-19513		
CPD-8740		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20274</a>
ADENOSINE5TRIPHOSPHO5ADENOSINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01155</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06197</a>
CPD-8241		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19908</a>
CPD-26052		
CPD-21665		
CPD-18764		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12099</a>
CPD-20637		
CPD-18768		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12111</a>
CPD-20160		
CPD-18769		
CPD-20143		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21698</a>
CPD-18075		
CPD-20089		
CPD-12125		
CPD-18511		
REDUCED-MENAQUINONE		
CPD-1763		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01841</a>
CPD-12129		
CPD-14385		
CPD-12126		
CPD-13496	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34940</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09719</a>
CPD-12130		
CPD-12879		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19744</a>
CPD-12127		
CPD-11422		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20229</a>
CPD-12124		
CPD-10707		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19753</a>
CPD-21305		
TRICHODIENE-CPD		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01860</a>
CPD-12128		
CPD-9410	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36688</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09382</a>
CPD-8799		
CPD-8763		
CPD-13952		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06620</a>
CPD-8737	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36154</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19748</a>
CPD-8238		
CPD-692		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C13455</a>
CPD-26049		
CPD-21662		
CPD-20254		
CPD-20156		
CPD-20137		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21694</a>
CPD0-1139		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D06299</a>
CPD-20086		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21686</a>
CDP-ETHANOLAMINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01564</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00570</a>
CPD-18506		
GUANOSINE_TETRAPHOSPHATE		
CPD-16767		
CPD-24552		
CPD-14342		
8-hydroxy-dGTP		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19967</a>
CPD-13627		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C22013</a>
GDP-TP	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60480</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04494</a>
CPD-11414	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36736</a>	
CPD-17143		
--beta-santalene	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36364</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09718</a>
5-HYDROXY-CTP		
CPD4FS-8		
CPD0-2635		
CPD-8849		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19735</a>
CPD-15158		
CPD-8796		
CPD0-2551		
CPD-8753		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17120</a>
CPD-13851	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB59593</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19969</a>
CPD-8732		
CPD0-1194		
CPD-8235		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19740</a>
CPD-1094		
CPD-4744		
PSEUDOURIDINE-5-P	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01271</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01168</a>
CPD-26046		
CPD-602		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01268</a>
CPD-21652		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C22044</a>
8-oxo-dADP		
CPD-20250		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21708</a>
GUANOSINE-5DP-3DP	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB59638</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01228</a>
CPD-20153		
CPD-20035		
CPD-20099		
8-Oxo-dGTP		
CPD-20083		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21681</a>
CPD0-2643		
CPD-18503		
CPD-15245		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21079</a>
CPD-16700		
CPD0-2585		
CPD-13871		
CPD-13852	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB59594</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19970</a>
CPD-13270		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20479</a>
CPD0-2080		
CPD-11393		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20179</a>
CPD-11561	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB59647</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20198</a>
CPD-9529		
CPD0-1093		
CPD-8811		
ADENYLOSUCC	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00536</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03794</a>
CPD-8793		
GUANOSINE_PENTAPHOSPHATE		
CPD-8750		
CPD-20036		
CPD-8248		
8-hydroxy-dADP		
CPD-8232	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35816</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17094</a>
DEOXY-OH-METHYLCYTIDINE-TRIPHOSPHATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11039</a>
CPD-4741		
CPD-15835		
CPD-22334		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C22208</a>
CPD0-2634		
CPD-20929		
CPD-15018		
CPD-20214		
CPD0-2549		
CPD-20150		
CPD-12677		
CPD-20096		
CPD-20076		
CPD-18428		
CPD-6364	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB38318</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15769</a>
CPD-14802	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30016</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09743</a>
CPD-6365	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33733</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15770</a>
CPD-13863		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20181</a>
CPD-13811		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15772</a>
CPD-9526	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB40723</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07667</a>
CPD-6405		
CPD-8807		
CPD-6366	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34864</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04720</a>
CPD-8790		
CPD-13812		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18062</a>
CPD-8747		
CPD-6367		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15771</a>
CPD-8245		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09635</a>
CPD-4210		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00371</a>
CPD-7561		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09538</a>
CPD-4664		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19708</a>
CPD-21876		
CPD-22842		
CPD-20913		
CPD-22843		
CPD-20168		
CPD-20147		
CPD-20093		
CPD-18925		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17914</a>
CPD-18383		
CPD-14798		
CPD-13858		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20163</a>
CPD-13618		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20404</a>
CPD-12888	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36444</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20174</a>
CPD0-2399		
CPD-11442		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09622</a>
CPD-23323		
CPD-10758		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16814</a>
HEPES		
CPD-8803		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09648</a>
CPD-23325		
CPD-8787	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB38207</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20173</a>
CPD0-1958		
CPD-8744	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36575</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09672</a>
CPD-22980		
CPD-8242	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36164</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09750</a>
CPD-4661	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02352</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09627</a>
CPD-7598	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04080</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11695</a>
CPD-21666		
CPD-22251		
CPD-20910		
CPD-20164		
CPD-16744	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30323</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C13782</a>
CPD-20161		
CPD-16745		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20561</a>
CPD-20144		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09687</a>
CPD-21304	<a href='http://www.hmdb.ca/metabolites/~A'>0000786</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07599</a>
CPD-20090		
CPD-9023		
CPD-18597		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09716</a>
DECOYININE		
CPD-18146		
CPD-12934		
CPD-14510		
CPD-21697		
CPD-13785		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19973</a>
CPD-12944		
CPD-13497	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36716</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09720</a>
CPD-12941		
CPD-12880		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19741</a>
CPD-18166		
CPD-11430		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09663</a>
CPD-12952		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12390</a>
CPD-10708		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19754</a>
CPD-12949		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18678</a>
CPD-9411		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19676</a>
CPD-12946		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18822</a>
CPD-8800		
CPD-12942		
CPD-8764	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36066</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09665</a>
CPD-18168		
CPD-8738		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19749</a>
CPD-12953		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12402</a>
CPD-8239		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09666</a>
CPD-12950		
CPD-7554		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16028</a>
CPD-12947		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12413</a>
CPD-26050		
CPD-12943		
CPD-21663		
CPD-25375		
CPD-20327		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21715</a>
CPD-12940		
CPD-20157		
CPD-12957		
CPD-20138		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21695</a>
CPD-12951		
CPD-20087		
CPD-12948		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12401</a>
CPD-18507		
CPD-16771		
CPD-14374		
CPD-13396		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20811</a>
CPD-11415		
--epi-beta-santalene		
CPDMETA-13643		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20405</a>
CPD-9338		
CPD-8797		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21679</a>
CPD-8761		
CPD-8733		
CPD-8236		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20724</a>
CPD-4745	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35593</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09715</a>
CPD-26047		
CPD-21653		
CPD-20252		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21710</a>
CPD-20154		
CPD-20134		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21689</a>
CPD-20084		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21684</a>
CPD-18504		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19952</a>
CPD-16701		
CPD-13874		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20178</a>
CPD-13625		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20400</a>
CPD-13271		
CPD-11399		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09705</a>
CPD-9959		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16269</a>
CPD-8812	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36004</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17505</a>
CPD-8794		
CPD-8751		
CPD-8730		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16829</a>
CPD-8233	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36467</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09684</a>
CPD-4742		
CPD-24924		
CPD-21400		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17915</a>
CPD-20225		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21705</a>
CPD-23991		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05490</a>
PREGNAN-21-OL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00892</a>
CPD-15852	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04692</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14812</a>
CPD-9866		
2-OCTAPRENYL-6-METHOXYPHENOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05812</a>
1236-TETRAKIS-O-GALLOYL-BETA-D-GLUCOS	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB39188</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04516</a>
CPD-9857		
1-O-GALLOYL-BETA-D-GLUCOSE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB38728</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01158</a>
CPD-9865	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60250</a>	
CPD-8947	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB39182</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04360</a>
3-CHLORO-D-ALANINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02634</a>
1-O6-O-DIGALLOYL-BETA-D-GLUCOSE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04101</a>
CHLORALAN-CPD		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02635</a>
12346-PENTAKIS-O-GALLOYL-BETA-D-GLUC		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04576</a>
CPD-15159	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02215</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00268</a>
CPD-22631		
CPD-15854		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04822</a>
CPD-24619		
CPD-13762	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04706</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14831</a>
CPD-10821		
CPD-11210		
CPD-25308		
CPD-16526		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05678</a>
CPD-15966		
CPD0-1074		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11033</a>
CPD-19550		
CPD-19243		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21403</a>
CPD-19240		
CPD-15967		
CPD0-1077		
CPD-22922		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C22281</a>
CPD-19244		
CPD-19241		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03782</a>
CPD-15968		
CPD0-2521		
CPD-1106	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB11747</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03557</a>
CPD-22923		
CPD-19549		
CPD-19242		
CPD-10368		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15692</a>
CPD-10369		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15691</a>
CPD-12083		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15850</a>
CPD-23974		
CPD-13004	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB61196</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00873</a>
CPD-23975		
CPD-23971		
CPD-12082	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01035</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02135</a>
CPD-23976		
CPD-23973		
CPD-25872		
CPD-25873		
CPD-25874		
CPD-25331		
CPD-25333		
CPD-25327		
CPD-25332		
CPD-14202		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02953</a>
CPD-14203		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20263</a>
CPD-18892		
CPD-18894		
CPD-9067		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11242</a>
CPD-13137		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01895</a>
CPD-13136		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06854</a>
CPD-25466		
CPD-25353		
UDP-D-XYLOSE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01018</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00190</a>
CPD0-1085		
CPD-15384		
CPD-24852		
CPD-18900		
CPD-18905		
CHLOROPHYLL-A	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB38578</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05306</a>
CPD-23000		
CPD-10334		
CPD-20641		
CPD-21539		
ADENOSYLCOBINAMIDE-P	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12184</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06509</a>
CPD-24800		
CPD-9368		
CPD-11875		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05589</a>
CPD-9344		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18542</a>
CPD-18872		
ATRAZINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB41830</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06551</a>
CPD-18873		
CPD-9345		
CPD-18870		
CPD-7398	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB41922</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08737</a>
CPD-18871		
CPD-9355		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11172</a>
CPD-20847		
CPD-9343		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18700</a>
CPD-20846		
CPD-13940		
CPD-20854		
CPD-20836		
CPD-20827		
CPD-20855		
CPD-20839		
CPD-20828		
ADENOSYLCOBALAMIN-5-P		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21153</a>
CPD-20856		
CPD-20852		
CPD-20833		
SIROHYDROCHLORIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05778</a>
CPD-20881		
CPD-20878		
CPD-12455		
CPD-18089		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06670</a>
CPD-10860		
CPD-11224		
CPD-3569	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB28840</a>	
CPD-20345		
CPD-20341		
CPD-13394	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB28839</a>	
CPD-10814	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00721</a>	
GLYCYLGLYCINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB11733</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02037</a>
CPD-20346		
CPD-20342		
CPD-13395	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB28836</a>	
CPD-12312	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00759</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02155</a>
CPD-20347		
9-RIBURONOSYLADENINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11501</a>
CPD-20343		
CPD0-1311		
CPD-13406	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB28837</a>	
CPD-15536		
CPD-13393		
CPD0-1040	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03950</a>	
CPD-13397		
CPD-15389		
CPD0-1944		
CPD-25379		
CPD-20349		
CPD-15386		
CPD-13404		
CPD-13057		
CPD-13398	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB28691</a>	
CPD-20408		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03592</a>
CPD0-2190		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20957</a>
CPD-12676		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19768</a>
